1554.4,6,5,6,90,-8,19.8,2,4,1,5,1,6,1,5,4,3,14.8612520939736
1533.2,6,5,4,90,-10,19.8,0,0,0,1,0,0,0,1,0,0,15.3450814032263
1548,6,5,2,90,-6,19.8,3,1,2,0,1,3,1,2,1,2,14.9180921040055
1534,7,6,4,110,3,24.2,0,0,0,0,0,0,0,0,1,0,14.6500544934695
1538.4,7,6,4,120,1,26.4,0,0,0,0,1,0,0,0,0,0,16.5743131586462
1534.4,3,2,2,90,-7,19.8,0,0,0,1,0,1,0,0,0,0,16.3214595664574
1559.2,6,5,2,90,-8,19.8,1,2,1,2,0,0,2,1,5,2,15.9194886312357
1548.8,3,2,2,120,-6,26.4,0,0,0,1,0,0,1,0,0,2,15.9361654470882
1542,7,6,4,120,-1,26.4,0,0,0,0,0,1,0,0,0,0,16.8745071166593
1560.4,6,5,4,80,-4,17.6,0,0,0,0,0,1,0,0,1,0,14.2999661736372
1564.4,6,5,6,100,-4,22,2,5,4,4,5,3,3,0,4,2,16.9452433535786
1530,3,2,2,100,-10,22,0,0,0,0,0,0,1,0,3,0,15.2284266508774
1558,7,6,4,100,4,22,0,0,0,0,0,1,0,0,0,0,16.9133968385877
1547.6,7,6,4,110,1,24.2,0,0,0,1,0,0,0,0,0,0,16.4795638463764
1554.8,2,1,3,120,-6,26.4,1,0,0,2,1,0,0,0,0,0,15.8172637700232
1549.6,6,5,2,100,-9,22,0,1,1,2,3,3,2,2,1,1,16.1692989456996
1536.8,2,1,3,110,-10,24.2,0,1,2,1,1,0,1,0,2,0,14.6894761646281
1552.4,2,1,3,120,-8,26.4,1,0,0,2,1,1,0,1,2,0,15.8476906940363
1552.8,6,5,2,80,-10,17.6,2,0,1,2,1,2,2,1,1,4,15.3871433153018
1555.6,3,2,2,120,-7,26.4,0,0,1,0,1,1,0,0,0,1,15.8025383593682
1563.6,7,6,4,90,-1,19.8,1,0,0,0,0,0,0,0,0,0,16.2235110233524
1535.2,3,2,2,110,-7,24.2,0,1,0,0,2,0,0,1,0,0,16.4733804105109
1559.6,6,5,4,120,2,26.4,0,0,0,0,1,0,0,0,0,1,16.2170218997493
1534.8,6,5,2,90,-8,19.8,3,0,3,1,1,0,2,2,1,3,16.2931977125658
1553.6,6,5,4,110,-2,24.2,0,0,0,0,1,0,0,0,0,1,14.0759907923794
1551.6,7,6,4,110,1,24.2,0,0,0,1,0,0,0,0,0,0,16.1853347799832
1554,6,5,4,120,0,26.4,0,0,0,0,1,0,0,0,0,1,14.7786161089985
1546.4,6,5,2,100,-10,22,0,1,1,2,3,3,2,2,1,1,14.7611517638361
1565.2,6,5,2,100,-7,22,3,1,1,1,3,0,3,1,3,0,14.2296438786421
1553.2,3,2,2,90,-1,19.8,0,0,0,0,0,0,0,1,0,1,15.6021646770396
1543.2,2,1,3,100,-10,22,0,1,1,1,1,1,0,0,2,1,16.0771477913765
1550.4,3,2,2,120,2,26.4,0,0,0,0,0,0,0,1,0,1,14.3887127595856
1532,6,5,6,80,-7,17.6,2,2,3,1,4,5,1,5,5,4,14.167883967546
1548.4,3,2,2,100,-10,22,0,0,0,0,0,0,1,0,3,0,15.5004711540382
1538,7,6,4,80,-7,17.6,0,0,1,0,0,0,0,0,0,0,16.5415978393784
1540,7,6,4,110,-2,24.2,1,0,0,0,0,0,0,0,0,0,16.7025616461347
1554,6,5,4,110,1,24.2,0,0,0,0,0,0,1,0,0,0,15.4242933830658
1557.2,6,5,6,120,-3,26.4,2,2,3,4,3,3,2,3,4,6,14.9103281718152
1564.4,6,5,4,80,-6,17.6,0,0,0,1,0,0,0,1,0,0,14.5629236403303
1562,3,2,2,120,-4,26.4,0,0,0,1,0,1,0,0,0,0,14.3714068423446
1558,6,5,4,110,4,24.2,0,0,0,0,0,0,1,0,0,0,14.9764802581183
1556.8,6,5,4,110,2,24.2,0,0,1,0,0,0,1,0,0,0,16.9808321731422
1555.6,6,5,6,80,-9,17.6,7,1,2,4,4,4,2,2,4,2,15.1901174494845
1538.8,6,5,4,80,-10,17.6,1,0,0,0,0,0,0,1,0,0,14.2979524585951
1562,6,5,6,110,-5,24.2,4,0,1,2,3,6,4,4,3,5,14.8712128726101
1549.6,6,5,2,120,0,26.4,4,4,2,0,1,1,0,3,0,1,15.464860753548
1560.8,6,5,2,120,-6,26.4,3,2,2,3,0,2,0,0,1,3,15.6232184433669
