1557.6,6,5,4,100,4,22,1,0,0,0,0,0,0,1,0,0,21.1212787513975
1561.2,6,5,2,110,1,24.2,3,1,1,1,3,0,3,1,3,0,18.5598163802945
1564,7,6,4,100,-9,22,0,0,0,0,0,0,1,0,0,0,6.20200156537459
1542.4,6,5,6,90,-8,19.8,4,4,5,4,4,3,3,1,3,1,12.5062910354337
1550.4,2,1,3,90,-6,19.8,2,0,1,1,0,2,1,1,0,0,22.6769727647513
1538.4,2,1,3,120,-9,26.4,2,0,1,1,0,2,1,1,0,0,13.7100611041143
1554.4,6,5,6,80,-6,17.6,2,2,3,4,3,3,2,3,4,6,18.4778610869164
1536.8,3,2,2,120,-10,26.4,0,1,0,0,1,0,0,0,0,0,0.801466848990361
1537.6,3,2,2,120,0,26.4,0,2,0,0,1,1,0,0,0,0,21.9866671424259
1554.4,6,5,6,90,-8,19.8,2,4,1,5,1,6,1,5,4,3,14.8612520939736
1563.6,2,1,3,100,-7,22,2,0,0,1,1,0,1,0,2,1,20.1407105140585
1542.8,6,5,4,90,-8,19.8,0,0,0,0,0,0,1,0,0,0,9.59374837491689
1552,7,6,4,110,-6,24.2,0,0,1,0,0,0,0,0,0,0,6.99734040113913
1538,7,6,4,90,-10,19.8,0,0,0,0,1,0,0,0,0,0,7.92002386701905
1533.2,6,5,4,90,-10,19.8,0,0,0,1,0,0,0,1,0,0,15.3450814032263
1538.4,6,5,6,110,0,24.2,2,4,1,5,1,6,1,5,4,3,23.555910687242
1550,10,9,2,100,-9,22,2,0,2,1,1,0,0,0,2,0,17.8648243228926
1534.4,3,2,2,80,0,17.6,1,1,0,0,2,0,0,0,0,0,28.0879483939491
1563.6,6,5,6,120,-10,26.4,5,5,3,2,2,4,2,2,3,4,6.49573362617172
1538.8,6,5,6,110,-8,24.2,3,4,2,5,2,3,2,5,2,4,12.1032535315901
1548,6,5,2,90,-6,19.8,3,1,2,0,1,3,1,2,1,2,14.9180921040055
1539.2,3,2,2,110,-2,24.2,1,0,0,2,1,0,0,0,0,0,23.3483262289968
